"gameID","home","away","OT","SO"
526,"Anaheim Ducks","San Jose Sharks",1,0
527,"Florida Panthers","Toronto Maple Leafs",1,1
528,"Pittsburgh Penguins","Carolina Hurricanes",0,0
529,"Tampa Bay Lightning","Montréal Canadiens",1,0
530,"St. Louis Blues","Philadelphia Flyers",0,0
531,"Vancouver Canucks","Los Angeles Kings",0,0
532,"Buffalo Sabres","Boston Bruins",0,0
533,"Washington Capitals","New Jersey Devils",1,1
534,"Ottawa Senators","Detroit Red Wings",1,0
535,"Tampa Bay Lightning","Toronto Maple Leafs",1,0
536,"Florida Panthers","Montréal Canadiens",1,0
537,"Nashville Predators","Chicago Blackhawks",0,0
538,"Minnesota Wild","New York Islanders",0,0
539,"Winnipeg Jets","Columbus Blue Jackets",0,0
540,"Dallas Stars","Colorado Avalanche",0,0
541,"Calgary Flames","Anaheim Ducks",0,0
542,"Edmonton Oilers","Los Angeles Kings",0,0
543,"Arizona Coyotes","New York Rangers",0,0
544,"Carolina Hurricanes","Chicago Blackhawks",0,0
545,"St. Louis Blues","Nashville Predators",0,0
546,"Vancouver Canucks","Anaheim Ducks",1,0
547,"San Jose Sharks","Philadelphia Flyers",0,0
548,"Boston Bruins","Buffalo Sabres",0,0
549,"New Jersey Devils","Washington Capitals",0,0
550,"Minnesota Wild","Columbus Blue Jackets",0,0
551,"Tampa Bay Lightning","Carolina Hurricanes",0,0
552,"Pittsburgh Penguins","Montréal Canadiens",1,0
553,"Winnipeg Jets","New York Islanders",0,0
554,"Dallas Stars","Florida Panthers",0,0
555,"Colorado Avalanche","New York Rangers",0,0
556,"Calgary Flames","Arizona Coyotes",0,0
557,"Edmonton Oilers","Vancouver Canucks",1,1
558,"Los Angeles Kings","San Jose Sharks",0,0
559,"Toronto Maple Leafs","Detroit Red Wings",1,0
560,"Washington Capitals","Ottawa Senators",0,0
561,"Anaheim Ducks","Philadelphia Flyers",1,1
562,"St. Louis Blues","Chicago Blackhawks",0,0
563,"New Jersey Devils","Boston Bruins",0,0
564,"Vancouver Canucks","Colorado Avalanche",0,0
565,"New York Rangers","Buffalo Sabres",0,0
566,"Washington Capitals","Toronto Maple Leafs",1,0
567,"Carolina Hurricanes","New Jersey Devils",0,0
568,"Columbus Blue Jackets","Edmonton Oilers",0,0
569,"Tampa Bay Lightning","Winnipeg Jets",0,0
570,"Nashville Predators","Montréal Canadiens",1,0
571,"San Jose Sharks","Los Angeles Kings",1,0
572,"Florida Panthers","Winnipeg Jets",0,0
573,"Philadelphia Flyers","New York Rangers",0,0
574,"Dallas Stars","Montréal Canadiens",1,0
575,"Calgary Flames","Colorado Avalanche",0,0
576,"Vancouver Canucks","Arizona Coyotes",0,0
577,"Anaheim Ducks","Detroit Red Wings",0,0
578,"Boston Bruins","Edmonton Oilers",0,0
579,"Washington Capitals","Columbus Blue Jackets",0,0
580,"Tampa Bay Lightning","Nashville Predators",0,0
581,"St. Louis Blues","Carolina Hurricanes",0,0
582,"Chicago Blackhawks","Buffalo Sabres",1,0
583,"Los Angeles Kings","Detroit Red Wings",0,0
584,"San Jose Sharks","Minnesota Wild",0,0
585,"Florida Panthers","Nashville Predators",0,0
586,"New Jersey Devils","Toronto Maple Leafs",0,0
587,"Chicago Blackhawks","Carolina Hurricanes",0,0
588,"Colorado Avalanche","New York Islanders",1,0
589,"Vancouver Canucks","Calgary Flames",0,0
590,"Anaheim Ducks","Arizona Coyotes",1,0
591,"Buffalo Sabres","Winnipeg Jets",0,0
592,"Philadelphia Flyers","Tampa Bay Lightning",0,0
593,"Los Angeles Kings","Minnesota Wild",1,0
594,"Toronto Maple Leafs","Montréal Canadiens",0,0
595,"Ottawa Senators","Washington Capitals",0,0
596,"Florida Panthers","Boston Bruins",0,0
597,"New Jersey Devils","Edmonton Oilers",1,0
598,"Columbus Blue Jackets","New York Rangers",0,0
599,"St. Louis Blues","Dallas Stars",0,0
600,"Arizona Coyotes","New York Islanders",1,1
601,"Calgary Flames","Vancouver Canucks",0,0
602,"San Jose Sharks","Detroit Red Wings",0,0
603,"Pittsburgh Penguins","Tampa Bay Lightning",0,0
604,"Carolina Hurricanes","Boston Bruins",1,0
605,"Columbus Blue Jackets","Philadelphia Flyers",1,0
606,"Ottawa Senators","Edmonton Oilers",0,0
607,"Chicago Blackhawks","Nashville Predators",0,0
608,"Anaheim Ducks","Minnesota Wild",0,0
609,"New Jersey Devils","Florida Panthers",0,0
610,"Montréal Canadiens","Washington Capitals",0,0
611,"Winnipeg Jets","Calgary Flames",0,0
612,"Los Angeles Kings","Dallas Stars",0,0
613,"Buffalo Sabres","Philadelphia Flyers",0,0
614,"Carolina Hurricanes","Columbus Blue Jackets",0,0
615,"St. Louis Blues","Boston Bruins",0,0
616,"Nashville Predators","Vancouver Canucks",1,0
617,"Chicago Blackhawks","Detroit Red Wings",1,0
618,"Edmonton Oilers","San Jose Sharks",0,0
619,"Anaheim Ducks","Dallas Stars",0,0
620,"New York Islanders","Florida Panthers",0,0
621,"Winnipeg Jets","Montréal Canadiens",0,0
622,"Washington Capitals","Pittsburgh Penguins",0,0
623,"Calgary Flames","San Jose Sharks",0,0
624,"Philadelphia Flyers","Vancouver Canucks",1,1
625,"Ottawa Senators","Pittsburgh Penguins",0,0
626,"Tampa Bay Lightning","Buffalo Sabres",0,0
627,"Nashville Predators","Boston Bruins",0,0
628,"Minnesota Wild","Montréal Canadiens",0,0
629,"Dallas Stars","Detroit Red Wings",0,0
630,"Colorado Avalanche","Anaheim Ducks",0,0
631,"Edmonton Oilers","New Jersey Devils",1,0
632,"Los Angeles Kings","St. Louis Blues",0,0
633,"New York Rangers","Toronto Maple Leafs",0,0
634,"Washington Capitals","Chicago Blackhawks",0,0
635,"Tampa Bay Lightning","Columbus Blue Jackets",0,0
636,"Florida Panthers","New York Islanders",0,0
637,"Carolina Hurricanes","Buffalo Sabres",0,0
638,"Calgary Flames","New Jersey Devils",0,0
639,"Arizona Coyotes","Winnipeg Jets",0,0
640,"Boston Bruins","Philadelphia Flyers",0,0
641,"Colorado Avalanche","Nashville Predators",0,0
642,"Montréal Canadiens","New York Rangers",0,0
643,"Ottawa Senators","Toronto Maple Leafs",0,0
644,"Detroit Red Wings","Pittsburgh Penguins",0,0
645,"Florida Panthers","Columbus Blue Jackets",0,0
646,"Carolina Hurricanes","New York Islanders",0,0
647,"Arizona Coyotes","Anaheim Ducks",0,0
648,"Dallas Stars","Minnesota Wild",0,0
649,"Edmonton Oilers","Calgary Flames",1,1
650,"Los Angeles Kings","Winnipeg Jets",1,0
651,"San Jose Sharks","St. Louis Blues",0,0
652,"Washington Capitals","Philadelphia Flyers",0,0
653,"Chicago Blackhawks","Minnesota Wild",0,0
654,"Vancouver Canucks","New Jersey Devils",1,0
655,"Anaheim Ducks","St. Louis Blues",1,0
656,"Boston Bruins","New York Islanders",0,0
657,"Buffalo Sabres","Dallas Stars",0,0
658,"Detroit Red Wings","Montréal Canadiens",0,0
659,"Los Angeles Kings","Tampa Bay Lightning",0,0
660,"San Jose Sharks","Winnipeg Jets",0,0
661,"Pittsburgh Penguins","Washington Capitals",1,0
662,"Edmonton Oilers","Arizona Coyotes",0,0
663,"New York Rangers","Dallas Stars",0,0
664,"Columbus Blue Jackets","Carolina Hurricanes",0,0
665,"Toronto Maple Leafs","Buffalo Sabres",0,0
666,"St. Louis Blues","Ottawa Senators",0,0
667,"Minnesota Wild","New Jersey Devils",0,0
668,"Colorado Avalanche","Chicago Blackhawks",0,0
669,"Calgary Flames","Florida Panthers",0,0
670,"Vancouver Canucks","Nashville Predators",0,0
671,"Anaheim Ducks","Tampa Bay Lightning",1,0
672,"Montréal Canadiens","Pittsburgh Penguins",0,0
673,"Winnipeg Jets","Arizona Coyotes",0,0
674,"Detroit Red Wings","Boston Bruins",1,1
675,"Edmonton Oilers","Florida Panthers",1,0
676,"Los Angeles Kings","San Jose Sharks",0,0
677,"New York Islanders","Dallas Stars",0,0
678,"Columbus Blue Jackets","Ottawa Senators",0,0
679,"Toronto Maple Leafs","New York Rangers",0,0
680,"St. Louis Blues","Washington Capitals",0,0
681,"Minnesota Wild","Arizona Coyotes",0,0
682,"Calgary Flames","Nashville Predators",0,0
683,"Anaheim Ducks","Colorado Avalanche",0,0
684,"San Jose Sharks","Tampa Bay Lightning",0,0
685,"Boston Bruins","Chicago Blackhawks",0,0
686,"Buffalo Sabres","Detroit Red Wings",1,0
687,"Carolina Hurricanes","Pittsburgh Penguins",0,0
688,"New Jersey Devils","Montréal Canadiens",0,0
689,"Edmonton Oilers","Nashville Predators",1,1
690,"Vancouver Canucks","Florida Panthers",0,0
691,"Winnipeg Jets","St. Louis Blues",0,0
692,"Columbus Blue Jackets","Carolina Hurricanes",0,0
693,"Toronto Maple Leafs","Ottawa Senators",1,1
694,"Montréal Canadiens","Buffalo Sabres",1,0
695,"New York Islanders","Los Angeles Kings",0,0
696,"Philadelphia Flyers","New Jersey Devils",0,0
697,"Dallas Stars","Washington Capitals",1,0
698,"Arizona Coyotes","Tampa Bay Lightning",0,0
699,"Minnesota Wild","Anaheim Ducks",0,0
700,"Calgary Flames","Edmonton Oilers",0,0
701,"San Jose Sharks","Colorado Avalanche",1,0
702,"Pittsburgh Penguins","Boston Bruins",0,0
703,"Detroit Red Wings","New York Rangers",1,0
704,"Ottawa Senators","Columbus Blue Jackets",1,0
705,"New York Islanders","Philadelphia Flyers",1,0
706,"Chicago Blackhawks","Vancouver Canucks",0,0
707,"Minnesota Wild","Nashville Predators",0,0
708,"New York Rangers","Los Angeles Kings",0,0
709,"Washington Capitals","Carolina Hurricanes",0,0
710,"Toronto Maple Leafs","Calgary Flames",0,0
711,"Winnipeg Jets","Anaheim Ducks",0,0
712,"Colorado Avalanche","San Jose Sharks",0,0
713,"Arizona Coyotes","Florida Panthers",1,0
714,"Boston Bruins","Detroit Red Wings",1,0
715,"New Jersey Devils","Los Angeles Kings",0,0
716,"New York Islanders","Columbus Blue Jackets",0,0
717,"Pittsburgh Penguins","St. Louis Blues",0,0
718,"Montréal Canadiens","Calgary Flames",0,0
719,"Ottawa Senators","Washington Capitals",0,0
720,"Nashville Predators","Buffalo Sabres",1,0
721,"Winnipeg Jets","San Jose Sharks",0,0
722,"Chicago Blackhawks","Tampa Bay Lightning",0,0
723,"Dallas Stars","Minnesota Wild",1,1
724,"Detroit Red Wings","Toronto Maple Leafs",0,0
725,"New York Rangers","Philadelphia Flyers",0,0
726,"Colorado Avalanche","Vancouver Canucks",0,0
727,"Anaheim Ducks","Edmonton Oilers",0,0
728,"Boston Bruins","Pittsburgh Penguins",0,0
729,"New Jersey Devils","Washington Capitals",0,0
730,"New York Islanders","Montréal Canadiens",0,0
731,"Philadelphia Flyers","Toronto Maple Leafs",0,0
732,"Carolina Hurricanes","Los Angeles Kings",0,0
733,"Ottawa Senators","Calgary Flames",1,0
734,"Florida Panthers","Tampa Bay Lightning",1,0
735,"Nashville Predators","Columbus Blue Jackets",0,0
736,"Minnesota Wild","St. Louis Blues",0,0
737,"Chicago Blackhawks","Winnipeg Jets",0,0
738,"Dallas Stars","Buffalo Sabres",0,0
739,"Arizona Coyotes","Vancouver Canucks",0,0
740,"San Jose Sharks","Edmonton Oilers",0,0
741,"New York Islanders","Washington Capitals",0,0
742,"New York Rangers","Columbus Blue Jackets",0,0
743,"Pittsburgh Penguins","Nashville Predators",0,0
744,"Carolina Hurricanes","Philadelphia Flyers",0,0
745,"Montréal Canadiens","Buffalo Sabres",0,0
746,"Detroit Red Wings","New Jersey Devils",0,0
747,"Tampa Bay Lightning","Boston Bruins",0,0
748,"Florida Panthers","Ottawa Senators",0,0
749,"St. Louis Blues","Winnipeg Jets",0,0
750,"Dallas Stars","Toronto Maple Leafs",0,0
751,"Edmonton Oilers","Minnesota Wild",0,0
752,"Arizona Coyotes","Los Angeles Kings",0,0
753,"Anaheim Ducks","Colorado Avalanche",0,0
754,"San Jose Sharks","Chicago Blackhawks",0,0
755,"Washington Capitals","Boston Bruins",0,0
756,"Calgary Flames","Minnesota Wild",0,0
757,"Los Angeles Kings","Colorado Avalanche",0,0
758,"Buffalo Sabres","New York Rangers",1,0
759,"Philadelphia Flyers","Montréal Canadiens",0,0
760,"Tampa Bay Lightning","Ottawa Senators",0,0
761,"St. Louis Blues","Toronto Maple Leafs",0,0
762,"Nashville Predators","Edmonton Oilers",0,0
763,"Dallas Stars","Winnipeg Jets",0,0
764,"Arizona Coyotes","Chicago Blackhawks",0,0
765,"Vancouver Canucks","San Jose Sharks",0,0
766,"Pittsburgh Penguins","Columbus Blue Jackets",1,0
767,"Detroit Red Wings","New York Islanders",0,0
768,"Florida Panthers","Anaheim Ducks",0,0
769,"New Jersey Devils","Calgary Flames",1,0
770,"Carolina Hurricanes","Edmonton Oilers",0,0
771,"Montréal Canadiens","Washington Capitals",0,0
772,"Philadelphia Flyers","Los Angeles Kings",1,0
773,"Colorado Avalanche","Winnipeg Jets",0,0
774,"Boston Bruins","Toronto Maple Leafs",0,0
775,"Buffalo Sabres","Ottawa Senators",0,0
776,"Tampa Bay Lightning","Anaheim Ducks",1,1
777,"New York Islanders","Carolina Hurricanes",1,0
778,"Columbus Blue Jackets","New Jersey Devils",0,0
779,"St. Louis Blues","Pittsburgh Penguins",0,0
780,"Nashville Predators","Detroit Red Wings",0,0
781,"Dallas Stars","Chicago Blackhawks",0,0
782,"Vancouver Canucks","Minnesota Wild",0,0
783,"San Jose Sharks","Arizona Coyotes",1,1
784,"Washington Capitals","Los Angeles Kings",0,0
785,"Montréal Canadiens","Edmonton Oilers",1,1
786,"New York Rangers","Calgary Flames",0,0
787,"New Jersey Devils","Buffalo Sabres",0,0
788,"New York Islanders","Toronto Maple Leafs",1,0
789,"Philadelphia Flyers","St. Louis Blues",0,0
790,"Buffalo Sabres","San Jose Sharks",1,0
791,"New York Rangers","Anaheim Ducks",0,0
792,"Pittsburgh Penguins","Calgary Flames",1,1
793,"Washington Capitals","Carolina Hurricanes",0,0
794,"Toronto Maple Leafs","Dallas Stars",0,0
795,"Ottawa Senators","St. Louis Blues",0,0
796,"Detroit Red Wings","Columbus Blue Jackets",1,0
797,"Tampa Bay Lightning","Los Angeles Kings",0,0
798,"Nashville Predators","Vancouver Canucks",0,0
799,"Winnipeg Jets","Minnesota Wild",0,0
800,"Colorado Avalanche","Montréal Canadiens",0,0
801,"Minnesota Wild","Chicago Blackhawks",1,0
802,"Boston Bruins","San Jose Sharks",0,0
803,"Buffalo Sabres","Anaheim Ducks",0,0
804,"New York Rangers","Nashville Predators",0,0
805,"Philadelphia Flyers","New York Islanders",0,0
806,"Washington Capitals","Detroit Red Wings",0,0
807,"Columbus Blue Jackets","Vancouver Canucks",0,0
808,"Toronto Maple Leafs","St. Louis Blues",1,0
809,"Ottawa Senators","Dallas Stars",0,0
810,"Florida Panthers","Los Angeles Kings",0,0
811,"Colorado Avalanche","Pittsburgh Penguins",0,0
812,"Arizona Coyotes","Montréal Canadiens",1,0
813,"Minnesota Wild","Tampa Bay Lightning",1,1
814,"Winnipeg Jets","Chicago Blackhawks",0,0
815,"Boston Bruins","Vancouver Canucks",0,0
816,"Ottawa Senators","New York Islanders",0,0
817,"Philadelphia Flyers","San Jose Sharks",1,0
818,"Nashville Predators","Florida Panthers",0,0
819,"Dallas Stars","Carolina Hurricanes",0,0
820,"Columbus Blue Jackets","Detroit Red Wings",0,0
821,"Toronto Maple Leafs","Buffalo Sabres",0,0
822,"Montréal Canadiens","St. Louis Blues",0,0
823,"New York Rangers","Colorado Avalanche",0,0
824,"Washington Capitals","Anaheim Ducks",0,0
825,"Winnipeg Jets","Tampa Bay Lightning",0,0
826,"Arizona Coyotes","Pittsburgh Penguins",1,0
827,"Edmonton Oilers","Chicago Blackhawks",0,0
828,"New Jersey Devils","San Jose Sharks",0,0
829,"Minnesota Wild","Detroit Red Wings",0,0
830,"New York Islanders","Colorado Avalanche",0,0
831,"Nashville Predators","Dallas Stars",0,0
832,"Boston Bruins","Montréal Canadiens",0,0
833,"Buffalo Sabres","Vancouver Canucks",0,0
834,"Columbus Blue Jackets","New York Rangers",0,0
835,"Calgary Flames","Arizona Coyotes",0,0
836,"New Jersey Devils","Colorado Avalanche",0,0
837,"Pittsburgh Penguins","Vancouver Canucks",0,0
838,"Toronto Maple Leafs","New York Islanders",0,0
839,"Ottawa Senators","Buffalo Sabres",0,0
840,"Minnesota Wild","Anaheim Ducks",0,0
841,"Winnipeg Jets","Dallas Stars",0,0
842,"Edmonton Oilers","Arizona Coyotes",0,0
843,"Columbus Blue Jackets","Toronto Maple Leafs",0,0
844,"Detroit Red Wings","St. Louis Blues",0,0
845,"Calgary Flames","Philadelphia Flyers",0,0
846,"San Jose Sharks","Florida Panthers",1,0
847,"Buffalo Sabres","Colorado Avalanche",0,0
848,"New Jersey Devils","Ottawa Senators",0,0
849,"New York Islanders","New York Rangers",0,0
850,"Pittsburgh Penguins","Winnipeg Jets",1,0
851,"St. Louis Blues","Vancouver Canucks",0,0
852,"Minnesota Wild","Dallas Stars",0,0
853,"Edmonton Oilers","Philadelphia Flyers",0,0
854,"Los Angeles Kings","Arizona Coyotes",0,0
855,"Columbus Blue Jackets","Pittsburgh Penguins",1,0
856,"Carolina Hurricanes","Colorado Avalanche",1,0
857,"Anaheim Ducks","Florida Panthers",0,0
858,"Buffalo Sabres","St. Louis Blues",0,0
859,"Montréal Canadiens","Winnipeg Jets",0,0
860,"Detroit Red Wings","Washington Capitals",1,1
861,"Toronto Maple Leafs","Ottawa Senators",0,0
862,"New Jersey Devils","New York Islanders",0,0
863,"Chicago Blackhawks","Edmonton Oilers",0,0
864,"Dallas Stars","Tampa Bay Lightning",1,0
865,"Minnesota Wild","Nashville Predators",0,0
866,"Arizona Coyotes","San Jose Sharks",0,0
867,"Vancouver Canucks","Calgary Flames",1,0
868,"Los Angeles Kings","Florida Panthers",0,0
869,"New York Rangers","Washington Capitals",0,0
870,"Pittsburgh Penguins","Detroit Red Wings",0,0
871,"Ottawa Senators","Winnipeg Jets",0,0
872,"Buffalo Sabres","Chicago Blackhawks",0,0
873,"New York Islanders","New Jersey Devils",0,0
874,"Columbus Blue Jackets","Nashville Predators",0,0
875,"Carolina Hurricanes","Toronto Maple Leafs",0,0
876,"Colorado Avalanche","Tampa Bay Lightning",1,0
877,"San Jose Sharks","Boston Bruins",1,0
878,"Anaheim Ducks","Los Angeles Kings",0,0
879,"Vancouver Canucks","Philadelphia Flyers",0,0
880,"St. Louis Blues","Florida Panthers",0,0
881,"Arizona Coyotes","Anaheim Ducks",0,0
882,"New Jersey Devils","Ottawa Senators",0,0
883,"New York Rangers","Montréal Canadiens",1,1
884,"Carolina Hurricanes","Pittsburgh Penguins",0,0
885,"Toronto Maple Leafs","Winnipeg Jets",1,0
886,"Detroit Red Wings","New York Islanders",0,0
887,"Tampa Bay Lightning","Edmonton Oilers",0,0
888,"Nashville Predators","Calgary Flames",1,0
889,"Minnesota Wild","Chicago Blackhawks",0,0
890,"Colorado Avalanche","Los Angeles Kings",0,0
891,"Florida Panthers","Edmonton Oilers",0,0
892,"Philadelphia Flyers","Washington Capitals",0,0
893,"Anaheim Ducks","Boston Bruins",0,0
894,"Toronto Maple Leafs","New York Rangers",1,1
895,"Montréal Canadiens","New York Islanders",0,0
896,"Tampa Bay Lightning","Calgary Flames",0,0
897,"Nashville Predators","Colorado Avalanche",0,0
898,"Chicago Blackhawks","Arizona Coyotes",0,0
899,"Los Angeles Kings","Boston Bruins",0,0
900,"Washington Capitals","Edmonton Oilers",0,0
901,"Florida Panthers","Calgary Flames",0,0
902,"Carolina Hurricanes","Ottawa Senators",0,0
903,"Dallas Stars","Arizona Coyotes",0,0
904,"Los Angeles Kings","Anaheim Ducks",0,0
905,"New Jersey Devils","New York Rangers",1,0
906,"Nashville Predators","Washington Capitals",0,0
907,"Toronto Maple Leafs","Montréal Canadiens",1,0
908,"Pittsburgh Penguins","Philadelphia Flyers",0,0
909,"Columbus Blue Jackets","New York Islanders",0,0
910,"Colorado Avalanche","Buffalo Sabres",0,0
911,"Vancouver Canucks","San Jose Sharks",0,0
912,"Dallas Stars","Boston Bruins",0,0
913,"Carolina Hurricanes","Calgary Flames",0,0
914,"New York Rangers","Columbus Blue Jackets",0,0
915,"Nashville Predators","Edmonton Oilers",0,0
916,"Florida Panthers","Ottawa Senators",0,0
917,"Chicago Blackhawks","St. Louis Blues",0,0
918,"Arizona Coyotes","Buffalo Sabres",0,0
919,"New Jersey Devils","Montréal Canadiens",1,0
920,"Tampa Bay Lightning","Ottawa Senators",0,0
921,"Minnesota Wild","Los Angeles Kings",1,0
922,"Boston Bruins","Arizona Coyotes",0,0
923,"Buffalo Sabres","Nashville Predators",1,0
924,"New York Rangers","Washington Capitals",0,0
925,"Philadelphia Flyers","Colorado Avalanche",0,0
926,"Montréal Canadiens","Columbus Blue Jackets",1,0
927,"Florida Panthers","Carolina Hurricanes",1,1
928,"St. Louis Blues","Edmonton Oilers",0,0
929,"Winnipeg Jets","Minnesota Wild",0,0
930,"Dallas Stars","Pittsburgh Penguins",0,0
931,"Calgary Flames","Los Angeles Kings",1,0
932,"Vancouver Canucks","Detroit Red Wings",1,0
933,"San Jose Sharks","Toronto Maple Leafs",0,0
934,"Tampa Bay Lightning","Carolina Hurricanes",1,0
935,"Chicago Blackhawks","Pittsburgh Penguins",0,0
936,"Boston Bruins","New York Rangers",0,0
937,"Buffalo Sabres","Arizona Coyotes",0,0
938,"Philadelphia Flyers","Florida Panthers",1,1
939,"Washington Capitals","New Jersey Devils",0,0
940,"Columbus Blue Jackets","Minnesota Wild",0,0
941,"Montréal Canadiens","Nashville Predators",0,0
942,"Ottawa Senators","Colorado Avalanche",0,0
943,"Dallas Stars","New York Islanders",0,0
944,"Los Angeles Kings","Toronto Maple Leafs",1,1
945,"San Jose Sharks","Vancouver Canucks",0,0
946,"Pittsburgh Penguins","Tampa Bay Lightning",0,0
947,"Carolina Hurricanes","Arizona Coyotes",0,0
948,"Winnipeg Jets","St. Louis Blues",0,0
949,"Chicago Blackhawks","New York Islanders",1,1
950,"Calgary Flames","Detroit Red Wings",1,0
951,"Anaheim Ducks","Toronto Maple Leafs",0,0
952,"Boston Bruins","New Jersey Devils",0,0
953,"Buffalo Sabres","Tampa Bay Lightning",1,1
954,"Ottawa Senators","Columbus Blue Jackets",0,0
955,"Florida Panthers","Dallas Stars",0,0
956,"New York Rangers","Montréal Canadiens",0,0
957,"Washington Capitals","Philadelphia Flyers",1,0
958,"Winnipeg Jets","Colorado Avalanche",0,0
959,"Nashville Predators","Chicago Blackhawks",0,0
960,"Edmonton Oilers","Detroit Red Wings",0,0
961,"Los Angeles Kings","Vancouver Canucks",0,0
962,"Calgary Flames","New York Islanders",0,0
963,"New Jersey Devils","Columbus Blue Jackets",0,0
964,"Pittsburgh Penguins","Buffalo Sabres",0,0
965,"Minnesota Wild","San Jose Sharks",0,0
966,"Colorado Avalanche","St. Louis Blues",0,0
967,"Anaheim Ducks","Vancouver Canucks",0,0
968,"Arizona Coyotes","Carolina Hurricanes",0,0
969,"Washington Capitals","Dallas Stars",0,0
970,"Ottawa Senators","Boston Bruins",0,0
971,"Tampa Bay Lightning","New York Rangers",1,0
972,"Winnipeg Jets","San Jose Sharks",0,0
973,"Buffalo Sabres","Philadelphia Flyers",0,0
974,"Columbus Blue Jackets","New Jersey Devils",0,0
975,"Toronto Maple Leafs","Detroit Red Wings",0,0
976,"Florida Panthers","New York Rangers",0,0
977,"Minnesota Wild","St. Louis Blues",0,0
978,"Colorado Avalanche","Carolina Hurricanes",0,0
979,"Edmonton Oilers","New York Islanders",0,0
980,"Vancouver Canucks","Montréal Canadiens",1,0
981,"Anaheim Ducks","Nashville Predators",1,1
982,"Boston Bruins","Detroit Red Wings",0,0
983,"Dallas Stars","Ottawa Senators",0,0
984,"Winnipeg Jets","Pittsburgh Penguins",0,0
985,"Carolina Hurricanes","New York Rangers",0,0
986,"Toronto Maple Leafs","Philadelphia Flyers",0,0
987,"Tampa Bay Lightning","Minnesota Wild",0,0
988,"Chicago Blackhawks","Anaheim Ducks",0,0
989,"Colorado Avalanche","New Jersey Devils",0,0
990,"Calgary Flames","Montréal Canadiens",0,0
991,"Arizona Coyotes","Ottawa Senators",1,0
992,"Vancouver Canucks","New York Islanders",1,0
993,"Los Angeles Kings","Nashville Predators",1,0
994,"San Jose Sharks","Washington Capitals",0,0
995,"Columbus Blue Jackets","Buffalo Sabres",0,0
996,"Detroit Red Wings","Chicago Blackhawks",0,0
997,"Florida Panthers","Minnesota Wild",0,0
998,"St. Louis Blues","Anaheim Ducks",0,0
999,"Edmonton Oilers","Pittsburgh Penguins",1,1
1000,"Boston Bruins","Philadelphia Flyers",0,0
1001,"San Jose Sharks","Nashville Predators",0,0
1002,"Buffalo Sabres","Columbus Blue Jackets",0,0
1003,"Tampa Bay Lightning","Florida Panthers",0,0
1004,"Carolina Hurricanes","Toronto Maple Leafs",1,0
1005,"Winnipeg Jets","Calgary Flames",0,0
1006,"Colorado Avalanche","Ottawa Senators",0,0
1007,"St. Louis Blues","New York Islanders",0,0
1008,"Arizona Coyotes","New Jersey Devils",0,0
1009,"Vancouver Canucks","Pittsburgh Penguins",0,0
1010,"Los Angeles Kings","Washington Capitals",0,0
1011,"Detroit Red Wings","New York Rangers",0,0
1012,"Chicago Blackhawks","Minnesota Wild",0,0
1013,"Edmonton Oilers","Montréal Canadiens",0,0
1014,"Anaheim Ducks","Washington Capitals",0,0
1015,"San Jose Sharks","Dallas Stars",0,0
1016,"New York Islanders","Carolina Hurricanes",0,0
1017,"New York Rangers","Tampa Bay Lightning",0,0
1018,"Philadelphia Flyers","Columbus Blue Jackets",0,0
1019,"Nashville Predators","Winnipeg Jets",1,0
1020,"Calgary Flames","Pittsburgh Penguins",1,1
1021,"Vancouver Canucks","Boston Bruins",0,0
1022,"Arizona Coyotes","Colorado Avalanche",0,0
1023,"Los Angeles Kings","St. Louis Blues",0,0
1024,"New Jersey Devils","Winnipeg Jets",1,1
1025,"Washington Capitals","Minnesota Wild",0,0
1026,"Carolina Hurricanes","New York Islanders",1,0
1027,"Montréal Canadiens","Chicago Blackhawks",0,0
1028,"Ottawa Senators","Tampa Bay Lightning",1,0
1029,"Florida Panthers","Toronto Maple Leafs",0,0
1030,"Edmonton Oilers","Dallas Stars",0,0
1031,"Los Angeles Kings","Arizona Coyotes",1,1
1032,"San Jose Sharks","Buffalo Sabres",0,0
1033,"Philadelphia Flyers","Pittsburgh Penguins",0,0
1034,"Calgary Flames","Boston Bruins",0,0
1035,"Colorado Avalanche","Detroit Red Wings",0,0
1036,"Anaheim Ducks","St. Louis Blues",0,0
1037,"New Jersey Devils","Philadelphia Flyers",0,0
1038,"New York Islanders","Winnipeg Jets",0,0
1039,"Washington Capitals","Nashville Predators",1,0
1040,"Carolina Hurricanes","Minnesota Wild",0,0
1041,"Columbus Blue Jackets","Florida Panthers",0,0
1042,"Ottawa Senators","Chicago Blackhawks",0,0
1043,"Tampa Bay Lightning","Toronto Maple Leafs",0,0
1044,"Edmonton Oilers","Boston Bruins",0,0
1045,"Vancouver Canucks","Dallas Stars",0,0
1046,"Arizona Coyotes","Detroit Red Wings",1,1
1047,"Los Angeles Kings","Buffalo Sabres",0,0
1048,"San Jose Sharks","St. Louis Blues",0,0
1049,"New York Rangers","Florida Panthers",1,1
1050,"Pittsburgh Penguins","New Jersey Devils",0,0
1051,"Calgary Flames","Dallas Stars",0,0
1052,"Anaheim Ducks","Buffalo Sabres",1,1
1053,"Detroit Red Wings","Colorado Avalanche",0,0
1054,"New York Islanders","Columbus Blue Jackets",1,0
1055,"Toronto Maple Leafs","Chicago Blackhawks",1,0
1056,"Ottawa Senators","Montréal Canadiens",1,1
